,M/MSun,age(Gyr),log L/Lsun,Teff(K),log g,R/Rsun,source
2703,0.02,6.2,-6.507,439.37,4.77,0.939,sonora
2704,0.02,7.2,-6.5957,418.42,4.774,0.935,sonora
2705,0.02,8.3,-6.6905,396.94,4.777,0.931,sonora
2706,0.02,9.7,-6.762,381.69,4.781,0.928,sonora
2707,0.02,11.0,-6.8118,371.51,4.784,0.925,sonora
2708,0.02,13.0,-6.8794,358.11,4.787,0.921,sonora
2709,0.022,0.001,,2617.747536433125,,,baraffe
2710,0.022,0.0010974986633886447,,2614.8608769759817,,,baraffe
2711,0.022,0.0012045035934870319,,2612.1912156780445,,,baraffe
2712,0.022,0.0013219407795106888,,2609.711728940118,,,baraffe
2713,0.022,0.0014508282385919241,,2607.5173972995008,,,baraffe
2714,0.022,0.0015922820526611385,,2605.6884643190415,,,baraffe
2715,0.022,0.0017475274245333274,,2604.0196981193135,,,baraffe
2716,0.022,0.0019179090126603278,,2602.490834535459,,,baraffe
2717,0.022,0.0021049025778957452,,2601.084872271765,,,baraffe
2718,0.022,0.002576097693234043,,2593.0913069254907,,,interp
2719,0.022,0.003047292808572341,,2585.097741579216,,,interp
2720,0.022,0.003518487923910639,,2577.1041762329414,,,interp
2721,0.022,0.0039896830392489365,,2569.110610886667,,,interp
2722,0.022,0.004460878154587234,,2561.1170455403926,,,interp
2723,0.022,0.004932073269925532,,2553.1234801941177,,,interp
2724,0.022,0.0054032683852638305,,2545.1299148478433,,,interp
2725,0.022,0.005874463500602127,,2537.136349501569,,,interp
2726,0.022,0.006345658615940426,,2529.142784155294,,,interp
2727,0.022,0.006816853731278723,,2521.1492188090197,,,interp
2728,0.022,0.007288048846617021,,2513.1556534627452,,,interp
2729,0.022,0.00775924396195532,,2505.162088116471,,,interp
2730,0.022,0.008230439077293617,,2497.168522770196,,,interp
2731,0.022,0.008701634192631915,,2489.1749574239216,,,interp
2732,0.022,0.009172829307970212,,2481.181392077647,,,interp
2733,0.022,0.00964402442330851,,2473.1878267313723,,,interp
2734,0.022,0.01011521953864681,,2465.194261385098,,,interp
2735,0.022,0.010586414653985106,,2457.2006960388235,,,interp
2736,0.022,0.011057609769323405,,2449.207130692549,,,interp
2737,0.022,0.011528804884661702,,2441.213565346274,,,interp
2738,0.022,0.012,-2.8718,2433.22,4.15,2.012,sonora
2739,0.022,0.014,-2.9736,2369.54,4.205,1.887,sonora
2740,0.022,0.016,-3.0546,2317.48,4.248,1.797,sonora
2741,0.022,0.019,-3.1573,2248.08,4.298,1.696,sonora
2742,0.022,0.022,-3.249,2178.95,4.335,1.625,sonora
2743,0.022,0.025,-3.3372,2106.92,4.365,1.57,sonora
2744,0.022,0.029,-3.4373,2023.81,4.395,1.517,sonora
2745,0.022,0.034,-3.5403,1939.79,4.424,1.466,sonora
2746,0.022,0.039,-3.624,1872.97,4.447,1.428,sonora
2747,0.022,0.045,-3.7271,1787.41,4.469,1.393,sonora
2748,0.022,0.053,-3.8524,1683.99,4.491,1.358,sonora
2749,0.022,0.061,-3.9313,1624.88,4.508,1.332,sonora
2750,0.022,0.071,-4.0303,1550.14,4.525,1.306,sonora
2751,0.022,0.082,-4.1206,1484.12,4.54,1.284,sonora
2752,0.022,0.096,-4.2023,1428.24,4.555,1.262,sonora
2753,0.022,0.11,-4.2808,1375.06,4.567,1.244,sonora
2754,0.022,0.13,-4.3813,1308.43,4.581,1.224,sonora
2755,0.022,0.15,-4.4307,1280.26,4.593,1.208,sonora
2756,0.022,0.17,-4.4659,1262.17,4.604,1.193,sonora
2757,0.022,0.2,-4.515,1237.13,4.618,1.174,sonora
2758,0.022,0.23,-4.5563,1216.81,4.63,1.157,sonora
2759,0.022,0.27,-4.602,1195.39,4.645,1.137,sonora
2760,0.022,0.31,-4.64,1178.53,4.658,1.12,sonora
2761,0.022,0.37,-4.6959,1152.79,4.676,1.098,sonora
2762,0.022,0.42,-4.7394,1132.56,4.689,1.081,sonora
2763,0.022,0.49,-4.8051,1100.37,4.704,1.062,sonora
2764,0.022,0.57,-4.918,1039.69,4.719,1.045,sonora
2765,0.022,0.66,-5.0385,976.77,4.731,1.031,sonora
2766,0.022,0.77,-5.1595,916.79,4.742,1.018,sonora
2767,0.022,0.89,-5.2672,866.23,4.751,1.007,sonora
2768,0.022,1.0,-5.3541,826.98,4.757,1.0,sonora
2769,0.022,1.2,-5.4755,775.25,4.766,0.989,sonora
2770,0.022,1.4,-5.5741,735.55,4.774,0.981,sonora
2771,0.022,1.6,-5.6594,702.54,4.779,0.975,sonora
2772,0.022,1.9,-5.7605,665.51,4.786,0.967,sonora
2773,0.022,2.2,-5.8498,634.11,4.792,0.961,sonora
2774,0.022,2.5,-5.9194,610.85,4.796,0.956,sonora
2775,0.022,2.9,-6.0034,583.69,4.801,0.951,sonora
2776,0.022,3.4,-6.0884,557.41,4.806,0.945,sonora
2777,0.022,4.0,-6.1814,529.8,4.811,0.94,sonora
2778,0.022,4.6,-6.2553,508.97,4.815,0.935,sonora
2779,0.022,5.3,-6.3301,488.69,4.819,0.931,sonora
2780,0.022,6.2,-6.4098,467.88,4.823,0.927,sonora
2781,0.022,7.2,-6.4868,448.56,4.827,0.922,sonora
2782,0.022,8.3,-6.5667,429.29,4.831,0.919,sonora
2783,0.022,9.7,-6.6776,403.56,4.834,0.915,sonora
2784,0.022,11.0,-6.7425,389.37,4.837,0.912,sonora
2785,0.022,13.0,-6.8103,375.23,4.841,0.908,sonora
2786,0.024,0.001,,2627.041067340593,,,baraffe
2787,0.024,0.0010974986633886447,,2624.292616059801,,,baraffe
2788,0.024,0.0012045035934870319,,2621.750766602031,,,baraffe
2789,0.024,0.0013219407795106888,,2619.389738794838,,,baraffe
2790,0.024,0.0014508282385919241,,2617.3001727172905,,,baraffe
2791,0.024,0.0015922820526611385,,2615.5584893609857,,,baraffe
2792,0.024,0.0017475274245333274,,2613.9693759132206,,,baraffe
2793,0.024,0.0019179090126603278,,2612.5133239065176,,,baraffe
2794,0.024,0.0021049025778957452,,2611.1742998296227,,,baraffe
2795,0.024,0.0023101277658038933,,2609.9381407126266,,,baraffe
2796,0.024,0.0025353621352267692,,2608.7933808315734,,,baraffe
2797,0.024,0.0027825565546175596,,2607.7303521192835,,,baraffe
2798,0.024,0.0030538520994960842,,2606.7401463538636,,,baraffe
2799,0.024,0.003351606314733412,,2605.8152482254673,,,baraffe
2800,0.024,0.003678383450624861,,2604.9496737354502,,,baraffe
2801,0.024,0.004037020920491696,,2604.1376054426,,,baraffe
2802,0.024,0.004430625064311634,,2603.3739057607386,,,baraffe
2803,0.024,0.004862605086058246,,2602.654285393162,,,baraffe
2804,0.024,0.005336702582535751,,2602.057643773922,,,baraffe
2805,0.024,0.005857023951235716,,2601.528239357642,,,baraffe
2806,0.024,0.006428075957916478,,2601.026743865099,,,baraffe
2807,0.024,0.007054804771974018,,2600.551470835754,,,baraffe
2808,0.024,0.0077426388077093174,,2600.100494285848,,,baraffe
2809,0.024,0.008040608388294589,,2592.91380408176,,,interp
2810,0.024,0.008338577968879858,,2585.727113877672,,,interp
2811,0.024,0.00863654754946513,,2578.540423673584,,,interp
2812,0.024,0.0089345171300504,,2571.353733469496,,,interp
2813,0.024,0.00923248671063567,,2564.167043265408,,,interp
2814,0.024,0.009530456291220941,,2556.98035306132,,,interp
2815,0.024,0.009828425871806212,,2549.793662857232,,,interp
2816,0.024,0.010126395452391482,,2542.606972653144,,,interp
2817,0.024,0.010424365032976753,,2535.420282449056,,,interp
2818,0.024,0.010722334613562024,,2528.233592244968,,,interp
2819,0.024,0.011020304194147294,,2521.04690204088,,,interp
2820,0.024,0.011318273774732565,,2513.860211836792,,,interp
2821,0.024,0.011616243355317836,,2506.673521632704,,,interp
2822,0.024,0.011914212935903105,,2499.486831428616,,,interp
2823,0.024,0.012212182516488377,,2492.300141224528,,,interp
2824,0.024,0.012510152097073648,,2485.1134510204397,,,interp
2825,0.024,0.012808121677658917,,2477.926760816352,,,interp
2826,0.024,0.013106091258244188,,2470.740070612264,,,interp
2827,0.024,0.01340406083882946,,2463.553380408176,,,interp
2828,0.024,0.013702030419414729,,2456.3666902040877,,,interp
2829,0.024,0.014,-2.886,2449.18,4.213,1.954,sonora
2830,0.024,0.016,-2.9708,2394.64,4.259,1.853,sonora
2831,0.024,0.019,-3.0709,2329.54,4.311,1.745,sonora
2832,0.024,0.022,-3.1527,2274.68,4.351,1.666,sonora
2833,0.024,0.025,-3.2295,2216.91,4.383,1.606,sonora
2834,0.024,0.029,-3.3284,2135.92,4.418,1.543,sonora
2835,0.024,0.034,-3.434,2047.27,4.45,1.488,sonora
2836,0.024,0.039,-3.52,1976.4,4.474,1.446,sonora
2837,0.024,0.045,-3.6053,1907.9,4.498,1.406,sonora
2838,0.024,0.053,-3.714,1818.6,4.524,1.366,sonora
2839,0.024,0.061,-3.8219,1728.33,4.543,1.336,sonora
2840,0.024,0.071,-3.914,1656.56,4.562,1.308,sonora
2841,0.024,0.082,-3.9969,1594.44,4.578,1.283,sonora
2842,0.024,0.096,-4.1041,1513.43,4.595,1.259,sonora
2843,0.024,0.11,-4.1824,1457.54,4.608,1.24,sonora
2844,0.024,0.13,-4.2742,1394.58,4.623,1.219,sonora
2845,0.024,0.15,-4.3657,1332.3,4.635,1.202,sonora
2846,0.024,0.17,-4.4251,1294.89,4.645,1.188,sonora
2847,0.024,0.2,-4.466,1274.3,4.658,1.17,sonora
2848,0.024,0.23,-4.5028,1256.22,4.67,1.154,sonora
2849,0.024,0.27,-4.5452,1235.96,4.684,1.136,sonora
2850,0.024,0.31,-4.5851,1216.94,4.697,1.119,sonora
2851,0.024,0.37,-4.638,1191.98,4.714,1.097,sonora
2852,0.024,0.42,-4.6795,1172.21,4.726,1.082,sonora
2853,0.024,0.49,-4.7348,1145.47,4.742,1.063,sonora
2854,0.024,0.57,-4.7968,1114.91,4.757,1.045,sonora
2855,0.024,0.66,-4.8903,1065.01,4.771,1.028,sonora
2856,0.024,0.77,-5.0186,996.75,4.783,1.013,sonora
2857,0.024,0.89,-5.1338,938.36,4.794,1.001,sonora
2858,0.024,1.0,-5.2217,895.79,4.801,0.992,sonora
2859,0.024,1.2,-5.3542,835.01,4.812,0.981,sonora
2860,0.024,1.4,-5.4588,789.73,4.82,0.972,sonora
2861,0.024,1.6,-5.5446,754.36,4.826,0.965,sonora
2862,0.024,1.9,-5.6537,711.44,4.833,0.957,sonora
2863,0.024,2.2,-5.7419,678.54,4.839,0.95,sonora
2864,0.024,2.5,-5.8194,650.71,4.844,0.945,sonora
2865,0.024,2.9,-5.9057,621.02,4.849,0.939,sonora
2866,0.024,3.4,-5.9958,591.42,4.854,0.934,sonora
2867,0.024,4.0,-6.0848,563.59,4.86,0.928,sonora
2868,0.024,4.6,-6.1613,540.66,4.864,0.924,sonora
2869,0.024,5.3,-6.2357,519.32,4.868,0.919,sonora
2870,0.024,6.2,-6.3215,495.46,4.872,0.915,sonora
2871,0.024,7.2,-6.4009,474.4,4.876,0.91,sonora
2872,0.024,8.3,-6.476,455.26,4.88,0.907,sonora
2873,0.024,9.7,-6.5575,435.34,4.884,0.903,sonora
2874,0.024,11.0,-6.6442,414.87,4.887,0.899,sonora
2875,0.024,13.0,-6.7504,391.03,4.89,0.896,sonora
2876,0.026,0.001,,2635.6194203150517,,,baraffe
2877,0.026,0.0010974986633886447,,2632.999014262398,,,baraffe
2878,0.026,0.0012045035934870319,,2630.5755914513297,,,baraffe
2879,0.026,0.0013219407795106888,,2628.3243356496214,,,baraffe
2880,0.026,0.0014508282385919241,,2626.3318615870035,,,baraffe
2881,0.026,0.0015922820526611385,,2624.6710438769833,,,baraffe
2882,0.026,0.0017475274245333274,,2623.155760295286,,,baraffe
2883,0.026,0.0019179090126603278,,2621.767201527591,,,baraffe
2884,0.026,0.0021049025778957452,,2620.490230018984,,,baraffe
2885,0.026,0.0023101277658038933,,2619.3113545310916,,,baraffe
2886,0.026,0.0025353621352267692,,2618.2195774495603,,,baraffe
2887,0.026,0.0027825565546175596,,2617.2057640410167,,,baraffe
2888,0.026,0.0030538520994960842,,2616.2613865151156,,,baraffe
2889,0.026,0.003351606314733412,,2615.3792994888613,,,baraffe
2890,0.026,0.003678383450624861,,2614.5537534619093,,,baraffe
2891,0.026,0.004037020920491696,,2613.7791974676015,,,baraffe
2892,0.026,0.004430625064311634,,2613.0507558010977,,,baraffe
2893,0.026,0.004862605086058246,,2612.364445190147,,,baraffe
2894,0.026,0.005336702582535751,,2611.795351392484,,,baraffe
2895,0.026,0.005857023951235716,,2611.2903454347734,,,baraffe
2896,0.026,0.006428075957916478,,2610.8120486443845,,,baraffe
2897,0.026,0.007054804771974018,,2610.3586808076016,,,baraffe
2898,0.026,0.0077426388077093174,,2609.928528934461,,,baraffe
2899,0.026,0.008497535742562026,,2609.51923460286,,,baraffe
2900,0.026,0.00932603411955906,,2609.111344049931,,,baraffe
2901,0.026,0.010235286413287912,,2607.4376668907034,,,baraffe
2902,0.026,0.011233368351630463,,2600.767943831558,,,baraffe
2903,0.026,0.011365112715838536,,2595.4808988871982,,,interp
2904,0.026,0.01149685708004661,,2590.1938539428384,,,interp
2905,0.026,0.011628601444254682,,2584.9068089984785,,,interp
2906,0.026,0.011760345808462755,,2579.6197640541186,,,interp
2907,0.026,0.01189209017267083,,2574.3327191097587,,,interp
2908,0.026,0.012023834536878903,,2569.0456741653984,,,interp
2909,0.026,0.012155578901086976,,2563.7586292210385,,,interp
2910,0.026,0.012287323265295049,,2558.4715842766786,,,interp
2911,0.026,0.012419067629503122,,2553.1845393323188,,,interp
2912,0.026,0.012550811993711195,,2547.897494387959,,,interp
2913,0.026,0.012682556357919268,,2542.610449443599,,,interp
2914,0.026,0.012814300722127341,,2537.323404499239,,,interp
2915,0.026,0.012946045086335414,,2532.0363595548793,,,interp
2916,0.026,0.013077789450543487,,2526.7493146105194,,,interp
2917,0.026,0.01320953381475156,,2521.4622696661595,,,interp
2918,0.026,0.013341278178959633,,2516.175224721799,,,interp
2919,0.026,0.013473022543167706,,2510.8881797774393,,,interp
2920,0.026,0.013604766907375781,,2505.6011348330794,,,interp
2921,0.026,0.013736511271583854,,2500.3140898887195,,,interp
2922,0.026,0.013868255635791927,,2495.0270449443597,,,interp
2923,0.026,0.014,-2.8579,2489.74,4.248,1.953,sonora
2924,0.026,0.016,-2.9351,2440.34,4.291,1.86,sonora
2925,0.026,0.019,-3.0283,2379.2,4.34,1.757,sonora
2926,0.026,0.022,-3.1037,2329.67,4.379,1.68,sonora
2927,0.026,0.025,-3.1703,2283.23,4.41,1.62,sonora
2928,0.026,0.029,-3.2557,2216.44,4.444,1.559,sonora
2929,0.026,0.034,-3.3563,2132.56,4.478,1.499,sonora
2930,0.026,0.039,-3.4406,2062.14,4.504,1.455,sonora
2931,0.026,0.045,-3.5254,1992.35,4.529,1.414,sonora
2932,0.026,0.053,-3.617,1919.09,4.555,1.372,sonora
2933,0.026,0.061,-3.7075,1844.12,4.576,1.338,sonora
2934,0.026,0.071,-3.816,1753.05,4.597,1.307,sonora
2935,0.026,0.082,-3.9106,1676.9,4.614,1.281,sonora
2936,0.026,0.096,-3.9963,1612.31,4.632,1.256,sonora
2937,0.026,0.11,-4.0857,1544.06,4.646,1.235,sonora
2938,0.026,0.13,-4.1901,1467.29,4.662,1.213,sonora
2939,0.026,0.15,-4.2685,1412.76,4.674,1.196,sonora
2940,0.026,0.17,-4.3443,1360.62,4.685,1.181,sonora
2941,0.026,0.2,-4.4376,1298.9,4.698,1.164,sonora
2942,0.026,0.23,-4.4701,1282.75,4.708,1.15,sonora
2943,0.026,0.27,-4.5075,1264.98,4.722,1.132,sonora
2944,0.026,0.31,-4.5405,1249.8,4.734,1.117,sonora
2945,0.026,0.37,-4.5867,1228.24,4.75,1.096,sonora
2946,0.026,0.42,-4.6216,1212.28,4.762,1.081,sonora
2947,0.026,0.49,-4.6699,1189.38,4.777,1.062,sonora
2948,0.026,0.57,-4.7289,1159.55,4.792,1.045,sonora
2949,0.026,0.66,-4.7932,1126.77,4.806,1.027,sonora
2950,0.026,0.77,-4.8884,1075.63,4.82,1.01,sonora
2951,0.026,0.89,-5.0028,1014.21,4.833,0.996,sonora
2952,0.026,1.0,-5.1008,963.3,4.841,0.986,sonora
2953,0.026,1.2,-5.2386,895.84,4.853,0.973,sonora
2954,0.026,1.4,-5.3497,844.53,4.862,0.964,sonora
2955,0.026,1.6,-5.4412,804.29,4.868,0.956,sonora
2956,0.026,1.9,-5.5497,759.09,4.876,0.947,sonora
2957,0.026,2.2,-5.6433,721.82,4.883,0.94,sonora
2958,0.026,2.5,-5.7205,692.49,4.888,0.935,sonora
2959,0.026,2.9,-5.807,661.01,4.893,0.929,sonora
2960,0.026,3.4,-5.9031,627.44,4.899,0.923,sonora
2961,0.026,4.0,-5.9938,597.37,4.904,0.917,sonora
2962,0.026,4.6,-6.0722,572.43,4.909,0.913,sonora
2963,0.026,5.3,-6.1512,548.34,4.913,0.908,sonora
2964,0.026,6.2,-6.2356,523.67,4.918,0.904,sonora
2965,0.026,7.2,-6.3172,500.89,4.922,0.899,sonora
2966,0.026,8.3,-6.3929,480.54,4.925,0.895,sonora
2967,0.026,9.7,-6.4772,458.81,4.929,0.891,sonora
2968,0.026,11.0,-6.5425,442.68,4.932,0.888,sonora
2969,0.026,13.0,-6.6486,417.37,4.936,0.884,sonora
2970,0.028,0.001,,2643.586706880827,,,baraffe
2971,0.028,0.0010974986633886447,,2641.085629283569,,,baraffe
2972,0.028,0.0012045035934870319,,2638.772583300419,,,baraffe
2973,0.028,0.0013219407795106888,,2636.623647809258,,,baraffe
2974,0.028,0.0014508282385919241,,2634.7216827137854,,,baraffe
2975,0.028,0.0015922820526611385,,2633.136253454263,,,baraffe
2976,0.028,0.0017475274245333274,,2631.689803576996,,,baraffe
2977,0.028,0.0019179090126603278,,2630.364174494358,,,baraffe
2978,0.028,0.0021049025778957452,,2629.1450630523627,,,baraffe
2979,0.028,0.0023101277658038933,,2628.019603606022,,,baraffe
2980,0.028,0.0025353621352267692,,2626.977234445914,,,baraffe
2981,0.028,0.0027825565546175596,,2626.0093176583423,,,baraffe
2982,0.028,0.0030538520994960842,,2625.1076798209733,,,baraffe
2983,0.028,0.003351606314733412,,2624.2655201919315,,,baraffe
2984,0.028,0.003678383450624861,,2623.47730768913,,,baraffe
2985,0.028,0.004037020920491696,,2622.737739627906,,,baraffe
2986,0.028,0.004430625064311634,,2622.0421843416575,,,baraffe
2987,0.028,0.004862605086058246,,2621.386943791702,,,baraffe
2988,0.028,0.005336702582535751,,2620.8435462325465,,,baraffe
2989,0.028,0.005857023951235716,,2620.361299349314,,,baraffe
2990,0.028,0.006428075957916478,,2619.904642909895,,,baraffe
2991,0.028,0.007054804771974018,,2619.4717092227042,,,baraffe
2992,0.028,0.0077426388077093174,,2619.060983891449,,,baraffe
2993,0.028,0.008497535742562026,,2618.6701751957853,,,baraffe
2994,0.028,0.00932603411955906,,2618.280650240967,,,baraffe
2995,0.028,0.010235286413287912,,2616.682470794364,,,baraffe
2996,0.028,0.011233368351630463,,2610.3130246826286,,,baraffe
2997,0.028,0.012328493201125166,,2601.3855121007355,,,baraffe
2998,0.028,0.012503326858214444,,2594.8285829530814,,,interp
2999,0.028,0.012678160515303722,,2588.2716538054274,,,interp
3000,0.028,0.012852994172393,,2581.7147246577733,,,interp
3001,0.028,0.013027827829482277,,2575.1577955101193,,,interp
3002,0.028,0.013202661486571555,,2568.6008663624652,,,interp
3003,0.028,0.013377495143660833,,2562.043937214811,,,interp
3004,0.028,0.013552328800750111,,2555.487008067157,,,interp
3005,0.028,0.013727162457839389,,2548.930078919503,,,interp
3006,0.028,0.013901996114928667,,2542.373149771849,,,interp
3007,0.028,0.014076829772017945,,2535.816220624195,,,interp
3008,0.028,0.014251663429107223,,2529.259291476541,,,interp
3009,0.028,0.0144264970861965,,2522.7023623288865,,,interp
3010,0.028,0.014601330743285778,,2516.1454331812324,,,interp
3011,0.028,0.014776164400375056,,2509.5885040335784,,,interp
3012,0.028,0.014950998057464334,,2503.0315748859243,,,interp
3013,0.028,0.015125831714553612,,2496.4746457382703,,,interp
3014,0.028,0.015300665371642888,,2489.9177165906162,,,interp
3015,0.028,0.015475499028732166,,2483.360787442962,,,interp
3016,0.028,0.015650332685821444,,2476.803858295308,,,interp
3017,0.028,0.015825166342910722,,2470.246929147654,,,interp
3018,0.028,0.016,-2.9312,2463.69,4.336,1.832,sonora
3019,0.028,0.019,-3.0121,2410.79,4.379,1.744,sonora
3020,0.028,0.022,-3.0803,2365.07,4.414,1.675,sonora
3021,0.028,0.025,-3.1389,2325.51,4.443,1.619,sonora
3022,0.028,0.029,-3.2119,2270.8,4.474,1.562,sonora
3023,0.028,0.034,-3.2999,2199.88,4.507,1.504,sonora
3024,0.028,0.039,-3.3778,2135.48,4.534,1.459,sonora
3025,0.028,0.045,-3.4593,2067.79,4.559,1.416,sonora
3026,0.028,0.053,-3.548,1995.2,4.586,1.374,sonora
3027,0.028,0.061,-3.6267,1930.8,4.607,1.34,sonora
3028,0.028,0.071,-3.7246,1848.14,4.629,1.307,sonora
3029,0.028,0.082,-3.8193,1768.94,4.648,1.279,sonora
3030,0.028,0.096,-3.9193,1687.71,4.666,1.252,sonora
3031,0.028,0.11,-3.9955,1629.11,4.681,1.231,sonora
3032,0.028,0.13,-4.1008,1548.39,4.698,1.207,sonora
3033,0.028,0.15,-4.1933,1479.24,4.711,1.189,sonora
3034,0.028,0.17,-4.2614,1431.26,4.722,1.174,sonora
3035,0.028,0.2,-4.3589,1363.58,4.735,1.156,sonora
3036,0.028,0.23,-4.4492,1302.4,4.746,1.142,sonora
3037,0.028,0.27,-4.484,1285.28,4.758,1.127,sonora
3038,0.028,0.31,-4.5135,1271.71,4.769,1.113,sonora
3039,0.028,0.37,-4.5528,1254.1,4.784,1.093,sonora
3040,0.028,0.42,-4.5835,1240.17,4.795,1.079,sonora
3041,0.028,0.49,-4.6235,1221.99,4.81,1.062,sonora
3042,0.028,0.57,-4.6635,1204.31,4.824,1.044,sonora
3043,0.028,0.66,-4.7225,1173.82,4.839,1.027,sonora
3044,0.028,0.77,-4.796,1134.99,4.854,1.009,sonora
3045,0.028,0.89,-4.8875,1085.41,4.866,0.995,sonora
3046,0.028,1.0,-4.9755,1037.42,4.877,0.982,sonora
3047,0.028,1.2,-5.1217,961.13,4.89,0.967,sonora
3048,0.028,1.4,-5.2386,903.64,4.9,0.957,sonora
3049,0.028,1.6,-5.3342,858.86,4.908,0.948,sonora
3050,0.028,1.9,-5.4518,806.65,4.916,0.939,sonora
3051,0.028,2.2,-5.5472,766.47,4.923,0.932,sonora
3052,0.028,2.5,-5.6263,734.74,4.928,0.926,sonora
3053,0.028,2.9,-5.7187,698.98,4.935,0.919,sonora
3054,0.028,3.4,-5.8086,666.24,4.94,0.914,sonora
3055,0.028,4.0,-5.9062,631.65,4.946,0.907,sonora
3056,0.028,4.6,-5.9871,604.51,4.951,0.903,sonora
3057,0.028,5.3,-6.0674,578.68,4.955,0.898,sonora
3058,0.028,6.2,-6.1526,552.48,4.96,0.893,sonora
3059,0.028,7.2,-6.2389,526.97,4.964,0.889,sonora
3060,0.028,8.3,-6.3134,506.0,4.968,0.885,sonora
3061,0.028,9.7,-6.397,483.37,4.972,0.881,sonora
3062,0.028,11.0,-6.4645,465.79,4.975,0.877,sonora
3063,0.028,13.0,-6.5528,443.71,4.979,0.873,sonora
3064,0.03,0.001,,2651.025734429303,,,baraffe
3065,0.03,0.0010974986633886447,,2648.636450656721,,,baraffe
3066,0.03,0.0012045035934870319,,2646.4267369768727,,,baraffe
3067,0.03,0.0013219407795106888,,2644.373676524436,,,baraffe
3068,0.03,0.0014508282385919241,,2642.5565078578393,,,baraffe
3069,0.03,0.0015922820526611385,,2641.041713916957,,,baraffe
3070,0.03,0.0017475274245333274,,2639.6597617676125,,,baraffe
3071,0.03,0.0019179090126603278,,2638.3931015931116,,,baraffe
3072,0.03,0.0021049025778957452,,2637.2282112784974,,,baraffe
3073,0.03,0.0023101277658038933,,2636.1528107744957,,,baraffe
3074,0.03,0.0025353621352267692,,2635.156746361254,,,baraffe
3075,0.03,0.0027825565546175596,,2634.231845282754,,,baraffe
3076,0.03,0.0030538520994960842,,2633.370265885597,,,baraffe
3077,0.03,0.003351606314733412,,2632.565530140704,,,baraffe
3078,0.03,0.003678383450624861,,2631.812311442491,,,baraffe
3079,0.03,0.004037020920491696,,2631.105539609886,,,baraffe
3080,0.03,0.004430625064311634,,2630.4408115369733,,,baraffe
3081,0.03,0.004862605086058246,,2629.8146963803097,,,baraffe
3082,0.03,0.005336702582535751,,2629.295387335486,,,baraffe
3083,0.03,0.005857023951235716,,2628.834476020996,,,baraffe
3084,0.03,0.006428075957916478,,2628.3981067623417,,,baraffe
3085,0.03,0.007054804771974018,,2627.984329840449,,,baraffe
3086,0.03,0.0077426388077093174,,2627.5918169545866,,,baraffe
3087,0.03,0.008497535742562026,,2627.2183388818567,,,baraffe
3088,0.03,0.00932603411955906,,2626.846032296889,,,baraffe
3089,0.03,0.010235286413287912,,2625.3186373143176,,,baraffe
3090,0.03,0.011233368351630463,,2619.230767638488,,,baraffe
3091,0.03,0.012328493201125166,,2610.696755621495,,,baraffe
3092,0.03,0.013530380189850059,,2602.7254018247077,,,baraffe
3093,0.03,0.013790838276047676,,2595.6865731663884,,,interp
3094,0.03,0.01405129636224529,,2588.6477445080686,,,interp
3095,0.03,0.014311754448442907,,2581.6089158497493,,,interp
3096,0.03,0.014572212534640524,,2574.57008719143,,,interp
3097,0.03,0.01483267062083814,,2567.5312585331108,,,interp
3098,0.03,0.015093128707035757,,2560.492429874791,,,interp
3099,0.03,0.015353586793233372,,2553.4536012164717,,,interp
3100,0.03,0.015614044879430989,,2546.4147725581524,,,interp
3101,0.03,0.015874502965628604,,2539.3759438998327,,,interp
3102,0.03,0.01613496105182622,,2532.3371152415134,,,interp
3103,0.03,0.016395419138023837,,2525.298286583194,,,interp
3104,0.03,0.016655877224221453,,2518.259457924875,,,interp
3105,0.03,0.01691633531041907,,2511.220629266555,,,interp
3106,0.03,0.017176793396616687,,2504.181800608236,,,interp
3107,0.03,0.017437251482814303,,2497.1429719499165,,,interp
3108,0.03,0.01769770956901192,,2490.1041432915968,,,interp
3109,0.03,0.017958167655209537,,2483.0653146332775,,,interp
3110,0.03,0.01821862574140715,,2476.026485974958,,,interp
3111,0.03,0.018479083827604766,,2468.987657316639,,,interp
3112,0.03,0.018739541913802383,,2461.948828658319,,,interp
3113,0.03,0.019,-2.9755,2454.91,4.403,1.754,sonora
3114,0.03,0.022,-3.0407,2411.14,4.437,1.687,sonora
3115,0.03,0.025,-3.0962,2373.9,4.466,1.633,sonora
3116,0.03,0.029,-3.1622,2327.87,4.498,1.573,sonora
3117,0.03,0.034,-3.2376,2270.63,4.53,1.516,sonora
3118,0.03,0.039,-3.3097,2212.11,4.557,1.47,sonora
3119,0.03,0.045,-3.3884,2146.52,4.583,1.426,sonora
3120,0.03,0.053,-3.475,2074.85,4.611,1.382,sonora
3121,0.03,0.061,-3.5516,2011.29,4.633,1.346,sonora
3122,0.03,0.071,-3.6368,1940.6,4.656,1.311,sonora
3123,0.03,0.082,-3.7295,1861.26,4.676,1.281,sonora
3124,0.03,0.096,-3.8307,1776.27,4.696,1.252,sonora
3125,0.03,0.11,-3.9183,1704.23,4.712,1.229,sonora
3126,0.03,0.13,-4.0118,1631.64,4.73,1.204,sonora
3127,0.03,0.15,-4.102,1561.96,4.744,1.185,sonora
3128,0.03,0.17,-4.1856,1498.33,4.756,1.169,sonora
3129,0.03,0.2,-4.274,1435.31,4.77,1.151,sonora
3130,0.03,0.23,-4.357,1377.18,4.781,1.136,sonora
