,M/MSun,age(Gyr),log L/Lsun,Teff(K),log g,R/Rsun,source
798,0.007,0.0042,-3.8579,1487.84,3.784,1.729,sonora
799,0.007,0.0049,-3.9199,1449.72,3.801,1.696,sonora
800,0.007,0.0057,-3.9882,1407.11,3.817,1.664,sonora
801,0.007,0.0066,-4.0711,1353.39,3.833,1.635,sonora
802,0.007,0.0076,-4.1495,1303.97,3.846,1.609,sonora
803,0.007,0.0088,-4.2186,1263.01,3.86,1.584,sonora
804,0.007,0.01,-4.2774,1229.25,3.872,1.563,sonora
805,0.007,0.012,-4.3455,1193.19,3.888,1.533,sonora
806,0.007,0.014,-4.3828,1177.54,3.903,1.508,sonora
807,0.007,0.016,-4.42,1161.24,3.915,1.486,sonora
808,0.007,0.019,-4.4698,1139.8,3.933,1.456,sonora
809,0.007,0.022,-4.5166,1119.27,3.948,1.431,sonora
810,0.007,0.025,-4.5589,1100.94,3.962,1.409,sonora
811,0.007,0.029,-4.6097,1079.17,3.978,1.383,sonora
812,0.007,0.034,-4.6664,1054.86,3.995,1.356,sonora
813,0.007,0.039,-4.719,1032.3,4.01,1.333,sonora
814,0.007,0.045,-4.7781,1006.7,4.026,1.309,sonora
815,0.007,0.053,-4.8867,954.83,4.042,1.285,sonora
816,0.007,0.061,-4.9926,905.08,4.055,1.266,sonora
817,0.007,0.071,-5.1042,854.68,4.067,1.248,sonora
818,0.007,0.082,-5.2031,812.23,4.077,1.233,sonora
819,0.007,0.096,-5.3086,768.84,4.088,1.219,sonora
820,0.007,0.11,-5.3983,733.54,4.096,1.208,sonora
821,0.007,0.13,-5.5032,694.18,4.105,1.195,sonora
822,0.007,0.15,-5.5923,662.2,4.112,1.185,sonora
823,0.007,0.17,-5.6641,637.54,4.118,1.177,sonora
824,0.007,0.2,-5.76,605.86,4.125,1.167,sonora
825,0.007,0.23,-5.8399,580.58,4.131,1.159,sonora
826,0.007,0.27,-5.9253,554.74,4.137,1.151,sonora
827,0.007,0.31,-6.0011,532.67,4.143,1.144,sonora
828,0.007,0.37,-6.0913,507.62,4.149,1.135,sonora
829,0.007,0.42,-6.1561,490.34,4.154,1.13,sonora
830,0.007,0.49,-6.2327,470.57,4.159,1.123,sonora
831,0.007,0.57,-6.3061,452.39,4.164,1.116,sonora
832,0.007,0.66,-6.3813,434.47,4.169,1.11,sonora
833,0.007,0.77,-6.4568,417.13,4.174,1.104,sonora
834,0.007,0.89,-6.5259,401.86,4.178,1.098,sonora
835,0.007,1.0,-6.5833,389.58,4.182,1.094,sonora
836,0.007,1.2,-6.6637,373.11,4.187,1.087,sonora
837,0.007,1.4,-6.7236,361.4,4.191,1.082,sonora
838,0.007,1.6,-6.7755,351.55,4.195,1.077,sonora
839,0.007,1.9,-6.8409,339.6,4.2,1.07,sonora
840,0.007,2.2,-6.903,328.49,4.205,1.065,sonora
841,0.007,2.5,-6.9574,319.06,4.209,1.06,sonora
842,0.007,2.9,-7.0256,307.57,4.213,1.055,sonora
843,0.007,3.4,-7.0966,296.05,4.218,1.049,sonora
844,0.007,4.0,-7.171,284.4,4.222,1.044,sonora
845,0.007,4.6,-7.2332,275.02,4.227,1.039,sonora
846,0.007,5.3,-7.3005,265.18,4.23,1.034,sonora
847,0.007,6.2,-7.3781,254.23,4.235,1.029,sonora
848,0.007,7.2,-7.4513,244.32,4.239,1.024,sonora
849,0.007,8.3,-7.5245,234.73,4.243,1.02,sonora
850,0.007,9.7,-7.6063,224.44,4.247,1.015,sonora
